"species","feeding_group","habitat_profile","body_mass_kg","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","estimate_status","total_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Impala","Mixed","Mixed_Open",50,456.25,301134174.300315,660020.108055484,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",595696.659539816,64323.4485156686,10.7980206847827,660020,64323
"Klipspringer","Browser","Rocky_Browser",11,100.375,143122016.289946,1425873.1386296,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1961016.77568894,-535143.637059338,-27.2890902155252,1425873,-535144
"Kudu","Browser","Woodland_Browser",190,1733.75,159979474.632723,92273.669579076,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",128243.351261451,-35969.6816823746,-28.0479894891728,92274,-35970
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,301134174.300315,330010.054027742,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",297848.329769908,32161.7242578343,10.7980206847827,330010,32162
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,311952518.838782,227910.516046599,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",169370.091105431,58540.4249411676,34.5636142480001,227911,58540
"Red Lechwe","Grazer","Wetland_Grazer",80,730,132629289.314771,181683.95796544,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",125531.921567396,56152.0363980439,44.7312808542463,181684,56152
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,132629289.314771,322993.70304967,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",223167.860564259,99825.8424854114,44.7312808542463,322994,99826
"Roan","Grazer","General_Grazer",240,2190,311952518.838782,142444.072529124,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",105856.306940894,36587.7655882297,34.5636142480001,142444,36588
"Sable","Grazer","General_Grazer",200,1825,311952518.838782,170932.887034949,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",127027.568329073,43905.3187058757,34.5636142480001,170933,43905
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,285646738.351521,823782.951266103,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",668303.488452884,155479.462813219,23.2647989273784,823783,155479
"Steenbok","Browser","Shrub_Browser",10,91.25,191185071.842349,2095178.86950519,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",2881022.63127114,-785843.761765945,-27.2765563601013,2095179,-785844
"Vervet monkey","Omnivore","Omnivore",5,45.625,162414854.966199,3559777.64309477,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3759343.19807349,-199565.554978721,-5.30852184714048,3559778,-199566
"Warthog","Grazer","General_Grazer",70,638.75,311952518.838782,488379.677242711,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",362935.909511638,125443.767731073,34.5636142480001,488380,125444
"Baboon","Omnivore","Omnivore",24,219,52141136.0575944,238087.379258422,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",220657.268463603,17430.1107948194,7.89917817626501,238087,17430
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,42723377.0344114,4682.01392157933,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",5609.42788806347,-927.41396648414,-16.5331293135548,4682,-927
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,110585996.112677,242380.265452444,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",207400.497538045,34979.7679143992,16.8658071362547,242380,34980
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,130760253.340563,65135.8671684,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",51921.408368843,13214.458799557,25.4508866664079,65136,13214
"Buffalo","Grazer","General_Grazer",500,4562.5,130760253.340563,28659.781554096,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",22845.4196822909,5814.3618718051,25.4508866664079,28660,5814
"Burchell's zebra","Grazer","General_Grazer",320,2920,130760253.340563,44780.908678275,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",35695.9682535795,9084.94042469547,25.4508866664079,44781,9085
"Bushpig","Omnivore","Omnivore",60,547.5,52141136.0575944,95234.9517033688,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",88262.9073854411,6972.04431792776,7.89917817626502,95235,6972
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,42723377.0344114,936402.784315865,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1121885.57761269,-185482.793296828,-16.5331293135548,936403,-185483
"Duiker","Browser","Woodland_Browser",17.5,159.6875,31891224.8836092,199710.214535322,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",244525.938978847,-44815.7244435256,-18.3275952770812,199710,-44816
"Eland","Mixed","Mixed_Open",500,4562.5,110585996.112677,24238.0265452444,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",20740.0497538045,3497.97679143993,16.8658071362547,24238,3498
"Elephant","Mixed","Large_Mixed",3500,31937.5,82106852.9206011,2570.86036542,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",2375.29866877352,195.561696646475,8.23314133996687,2571,196
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,108516127.005453,56629.4204855591,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",49887.1210865332,6742.29939902591,13.5151102171858,56629,6742
"Giraffe","Browser","Woodland_Browser",850,7756.25,31891224.8836092,4111.68088749192,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",5034.35756721156,-922.676679719645,-18.3275952770812,4112,-923
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,118678909.565495,46449.6710628161,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",39167.9360256571,7281.73503715901,18.5910614038715,46450,7282
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,56886105.8408415,4452.9241362694,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3426.32087247397,1026.60326379543,29.9622627887204,4453,1027
"Impala","Mixed","Mixed_Open",50,456.25,110585996.112677,242380.265452444,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",207400.497538045,34979.7679143992,16.8658071362547,242380,34980
"Klipspringer","Browser","Rocky_Browser",11,100.375,37762961.3370026,376218.792896663,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",459420.602506524,-83201.8096098608,-18.1101607450613,376219,-83202
"Kudu","Browser","Woodland_Browser",190,1733.75,31891224.8836092,18394.3618650954,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",22522.125958578,-4127.76409348262,-18.3275952770812,18394,-4128
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,110585996.112677,121190.132726222,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",103700.248769022,17489.8839571996,16.8658071362547,121190,17490
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,130760253.340563,95532.60518032,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",76151.3989409697,19381.2062393503,25.4508866664079,95533,19381
"Red Lechwe","Grazer","Wetland_Grazer",80,730,56886105.8408415,77926.1723847144,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",59960.6152682945,17965.55711642,29.9622627887204,77926,17966
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,56886105.8408415,138535.417572826,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",106596.649365857,31938.7682069689,29.9622627887204,138535,31939
"Roan","Grazer","General_Grazer",240,2190,130760253.340563,59707.8782377,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",47594.6243381061,12113.253899594,25.4508866664079,59708,12113
"Sable","Grazer","General_Grazer",200,1825,130760253.340563,71649.45388524,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",57113.5492057273,14535.9046795128,25.4508866664079,71649,14536
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,118678909.565495,342260.734147066,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",288605.844399578,53654.8897474874,18.5910614038715,342261,53655
"Steenbok","Browser","Shrub_Browser",10,91.25,42723377.0344114,468201.392157933,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",560942.788806347,-92741.3966484141,-16.5331293135548,468201,-92741
"Vervet monkey","Omnivore","Omnivore",5,45.625,52141136.0575944,1142819.42044043,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1059154.88862529,83664.5318151331,7.89917817626501,1142819,83665
"Warthog","Grazer","General_Grazer",70,638.75,130760253.340563,204712.7253864,"Forage-limited potential carrying capacity","Estimated",797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",163181.569159221,41531.1562271793,25.4508866664079,204713,41531
"Baboon","Omnivore","Omnivore",24,219,96414081.9175753,440246.949395321,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",477431.876110126,-37184.9267148051,-7.78853038003435,440247,-37185
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,174852697.15852,19161.9394146323,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",20045.6486354135,-883.709220781115,-4.40848403987246,19162,-884
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,139759281.574859,306321.713040788,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",341928.046232009,-35606.3331912212,-10.413399422363,306322,-35606
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,102715319.271931,51165.7879312234,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",60235.6133902942,-9069.82545907076,-15.0572476124767,51166,-9070
"Buffalo","Grazer","General_Grazer",500,4562.5,102715319.271931,22512.9466897383,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",26503.6698917294,-3990.72320199114,-15.0572476124767,22513,-3991
"Burchell's zebra","Grazer","General_Grazer",320,2920,102715319.271931,35176.4792027161,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",41411.9842058272,-6235.50500311115,-15.0572476124767,35176,-6236
"Bushpig","Omnivore","Omnivore",60,547.5,96414081.9175753,176098.779758128,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",190972.75044405,-14873.970685922,-7.78853038003435,176099,-14874
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,174852697.15852,3832387.88292647,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",4009129.72708269,-176741.844156223,-4.40848403987246,3832388,-176742
"Duiker","Browser","Woodland_Browser",17.5,159.6875,135777403.644992,850269.455311103,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",889646.234001098,-39376.7786899949,-4.42611649272112,850269,-39377
"Eland","Mixed","Mixed_Open",500,4562.5,139759281.574859,30632.1713040788,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",34192.8046232009,-3560.63331912212,-10.413399422363,30632,-3561
"Elephant","Mixed","Large_Mixed",3500,31937.5,150574626.965244,4714.66542356928,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",5112.50864522573,-397.84322165645,-7.7817613477871,4715,-398
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,163240584.734267,85187.5197569559,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",93522.6826369575,-8335.1628800016,-8.91245058950842,85188,-8335
"Giraffe","Browser","Woodland_Browser",850,7756.25,135777403.644992,17505.5476093462,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",18316.2459941402,-810.698384794014,-4.42611649272112,17506,-811
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,142403602.137263,55735.2650243689,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",62330.7486966738,-6595.48367230489,-10.581428605007,55735,-6595
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,30918725.3267458,2420.25247176093,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",3030.43906859549,-610.186596834564,-20.135253770912,2420,-610
"Impala","Mixed","Mixed_Open",50,456.25,139759281.574859,306321.713040788,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",341928.046232009,-35606.3331912212,-10.413399422363,306322,-35606
"Klipspringer","Browser","Rocky_Browser",11,100.375,166532359.799583,1659101.96562473,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",1727101.59639763,-67999.6307729003,-3.93721081114933,1659102,-68000
"Kudu","Browser","Woodland_Browser",190,1733.75,135777403.644992,78314.2919365489,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",81941.1005001011,-3626.80856355217,-4.42611649272113,78314,-3627
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,139759281.574859,153160.856520394,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",170964.023116004,-17803.1665956106,-10.413399422363,153161,-17803
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,102715319.271931,75043.155632461,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",88345.5663057648,-13302.4106733038,-15.0572476124767,75043,-13302
"Red Lechwe","Grazer","Wetland_Grazer",80,730,30918725.3267458,42354.4182558162,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",53032.6837004211,-10678.2654446049,-20.135253770912,42354,-10678
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,30918725.3267458,75296.7435658955,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",94280.3265785264,-18983.5830126309,-20.135253770912,75297,-18984
"Roan","Grazer","General_Grazer",240,2190,102715319.271931,46901.9722702881,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",55215.978941103,-8314.00667081486,-15.0572476124767,46902,-8314
"Sable","Grazer","General_Grazer",200,1825,102715319.271931,56282.3667243457,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",66259.1747293236,-9976.80800497784,-15.0572476124767,56282,-9977
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,142403602.137263,410680.90017956,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",459279.20092286,-48598.3007432992,-10.581428605007,410681,-48598
"Steenbok","Browser","Shrub_Browser",10,91.25,174852697.15852,1916193.94146323,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",2004564.86354135,-88370.9220781114,-4.40848403987246,1916194,-88371
"Vervet monkey","Omnivore","Omnivore",5,45.625,96414081.9175753,2113185.35709754,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",2291673.0053286,-178487.648231064,-7.78853038003435,2113185,-178488
"Warthog","Grazer","General_Grazer",70,638.75,102715319.271931,160806.762069559,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",189311.927798067,-28505.1657285081,-15.0572476124767,160807,-28505
"Baboon","Omnivore","Omnivore",24,219,89872864.7066973,410378.377656152,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",432975.3361786,-22596.958522448,-5.21899439397326,410378,-22597
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,141961018.063041,15557.371842525,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",15761.9166234691,-204.54478094407,-1.29771515628694,15557,-205
