"species","feeding_group","habitat_profile","body_mass_kg","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","estimate_status","total_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Roan","Grazer","General_Grazer",240,2190,455149816.5365,207830.966455023,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",250211.101717593,-42380.1352625697,-16.9377517510806,207831,-42380
"Sable","Grazer","General_Grazer",200,1825,455149816.5365,249397.159746028,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",300253.322061111,-50856.1623150836,-16.9377517510806,249397,-50856
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,577545183.87351,1665595.33921704,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1959524.84569756,-293929.50648052,-15.0000397864761,1665595,-293930
"Steenbok","Browser","Shrub_Browser",10,91.25,1255854233.88402,13762786.1247564,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",15590732.8362704,-1827946.711514,-11.7245720949143,13762786,-1827947
"Vervet monkey","Omnivore","Omnivore",5,45.625,632403527.932701,13860899.2423606,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",15921847.4986357,-2060948.25627512,-12.9441527212952,13860899,-2060948
"Warthog","Grazer","General_Grazer",70,638.75,455149816.5365,712563.313560079,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",857866.634460317,-145303.320900239,-16.9377517510806,712563,-145303
"Baboon","Omnivore","Omnivore",24,219,299959694.413293,1369678.96992371,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1561177.40686056,-191498.436936847,-12.2662828769691,1369679,-191498
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,572981629.83169,62792.5073788154,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",70031.8492860938,-7239.34190727842,-10.3372136835974,62793,-7239
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,410790119.07396,900361.904819639,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1046230.4695093,-145868.564689657,-13.9422975090825,900362,-145869
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,259850702.291885,129439.951328461,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",157569.9153034,-28129.963974939,-17.8523698009071,129440,-28130
"Buffalo","Grazer","General_Grazer",500,4562.5,259850702.291885,56953.5785845228,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",69330.7627334959,-12377.1841489731,-17.8523698009071,56954,-12377
"Burchell's zebra","Grazer","General_Grazer",320,2920,259850702.291885,88989.9665383168,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",108329.316771087,-19339.3502327705,-17.8523698009071,88990,-19339
"Bushpig","Omnivore","Omnivore",60,547.5,299959694.413293,547871.587969485,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",624470.962744223,-76599.3747747386,-12.2662828769691,547872,-76599
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,572981629.83169,12558501.4757631,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",14006369.8572188,-1447868.38145568,-10.3372136835974,12558501,-1447868
"Duiker","Browser","Woodland_Browser",17.5,159.6875,472008174.460365,2955824.18448761,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",3295598.91632565,-339774.731838036,-10.309953986053,2955824,-339775
"Eland","Mixed","Mixed_Open",500,4562.5,410790119.07396,90036.1904819639,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",104623.04695093,-14586.8564689657,-13.9422975090825,90036,-14587
"Elephant","Mixed","Large_Mixed",3500,31937.5,457054430.588782,14310.9019362437,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",16318.2543234767,-2007.35238723309,-12.3012691642215,14311,-2007
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,437162415.60769,228134.332998142,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",263420.728641587,-35286.3956434452,-13.3954513850944,228134,-35286
"Giraffe","Browser","Woodland_Browser",850,7756.25,472008174.460365,60855.2037982743,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",67850.5659243516,-6995.36212607721,-10.309953986053,60855,-6995
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,340557546.71209,133290.624936239,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",156909.927115636,-23619.3021793974,-15.0527774842385,133291,-23619
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,78094671.4499865,6113.08582778759,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",7787.49998578055,-1674.41415799296,-21.5013054388485,6113,-1674
"Impala","Mixed","Mixed_Open",50,456.25,410790119.07396,900361.904819639,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1046230.4695093,-145868.564689657,-13.9422975090825,900362,-145869
"Klipspringer","Browser","Rocky_Browser",11,100.375,470424743.951241,4686672.41794511,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",5220569.59114109,-533897.173195975,-10.2267992768827,4686672,-533897
"Kudu","Browser","Woodland_Browser",190,1733.75,472008174.460365,272246.964360701,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",303542.005451046,-31295.0410903455,-10.309953986053,272247,-31295
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,410790119.07396,450180.952409819,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",523115.234754648,-72934.2823448283,-13.9422975090825,450181,-72934
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,259850702.291885,189845.261948409,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",231102.542444986,-41257.2804965772,-17.8523698009071,189845,-41257
"Red Lechwe","Grazer","Wetland_Grazer",80,730,78094671.4499865,106979.001986283,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",136281.24975116,-29302.2477648768,-21.5013054388485,106979,-29302
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,78094671.4499865,190184.892420058,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",242277.777335395,-52092.8849153364,-21.5013054388485,190185,-52093
"Roan","Grazer","General_Grazer",240,2190,259850702.291885,118653.288717756,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",144439.089028116,-25785.8003103607,-17.852369800907,118653,-25786
"Sable","Grazer","General_Grazer",200,1825,259850702.291885,142383.946461307,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",173326.90683374,-30942.9603724329,-17.8523698009071,142384,-30943
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,340557546.71209,982141.4468986,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1156178.41032574,-174036.963427139,-15.0527774842384,982141,-174037
"Steenbok","Browser","Shrub_Browser",10,91.25,572981629.83169,6279250.73788154,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",7003184.92860938,-723934.190727842,-10.3372136835974,6279251,-723934
"Vervet monkey","Omnivore","Omnivore",5,45.625,299959694.413293,6574459.05563382,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",7493651.55293068,-919192.497296864,-12.2662828769691,6574459,-919192
"Warthog","Grazer","General_Grazer",70,638.75,259850702.291885,406811.275603734,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",495219.733810685,-88408.458206951,-17.8523698009071,406811,-88408
"Baboon","Omnivore","Omnivore",24,219,154444301.245624,705225.11984303,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",783196.499598643,-77971.3797556133,-9.95553220623056,705225,-77971
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,243384123.979642,26672.2327648923,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",28810.2263127114,-2137.99354781906,-7.42095367323011,26672,-2138
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,244975678.923882,536932.994901659,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",595696.659539816,-58763.6646381563,-9.864696015511,536933,-58764
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,205534664.597622,102383.394569177,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",115479.607571885,-13096.2130027082,-11.3407148483389,102383,-13096
"Buffalo","Grazer","General_Grazer",500,4562.5,205534664.597622,45048.6936104377,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",50811.0273316293,-5762.33372119162,-11.3407148483389,45049,-5762
