spatial_unit;unit_id;unit;climate_scenario;management_scenario;feeding_group;species_count;species_estimated;mean_species_capacity_animals;median_species_capacity_animals;mean_change_from_current_pct;median_change_from_current_pct
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;With_Intervention;Mixed;6;6;1335740;1024997;25.741596968931;34.1512307250836
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;With_Intervention;Omnivore;3;3;5967891;2887689;-12.9441001126396;-12.9441001126396
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;Without_Intervention;Browser;7;7;8321278;6686738;-11.7942204114105;-11.7245720949143
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;Without_Intervention;Grazer;12;12;366159;226385;-17.4552892212808;-16.9377517510806
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;Without_Intervention;Mixed;6;6;862803;669063;-13.673808385869;-13.8849859675814
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;Without_Intervention;Omnivore;3;3;5967887;2887687;-12.9441527212952;-12.9441527212952
Cluster;Cluster_4;Cluster E — Kunene (North);Current;Current;Browser;7;7;4281021;3295599;0;0
Cluster;Cluster_4;Cluster E — Kunene (North);Current;Current;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);Current;Current;Grazer;12;12;256563;157240;0;0
Cluster;Cluster_4;Cluster E — Kunene (North);Current;Current;Mixed;6;6;499990;393268;0;0
Cluster;Cluster_4;Cluster E — Kunene (North);Current;Current;Omnivore;3;3;3226433;1561177;0;0
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;With_Intervention;Browser;7;7;2923004;2166753;-32.6251503363293;-31.9181512093156
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;With_Intervention;Grazer;12;12;756888;526696;232.920826097343;218.344543812229
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;With_Intervention;Mixed;6;6;931727;719048;76.4108569387546;87.9954612862127
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;With_Intervention;Omnivore;3;3;4222646;2043216;30.8765976580248;30.8765976580248
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;Without_Intervention;Browser;7;7;4225776;3250955;-1.30608659303823;-1.32728857397607
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;Without_Intervention;Grazer;12;12;237898;146760;-8.37346228619448;-7.97434492010046
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;Without_Intervention;Mixed;6;6;477626;376217;-4.18918841367469;-4.53237196096879
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2050;Without_Intervention;Omnivore;3;3;3128084;1513589;-3.04823929507329;-3.04823929507329
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;With_Intervention;Browser;7;7;2790411;2069111;-35.6751644102375;-35.0255316562167
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;With_Intervention;Grazer;12;12;720628;501448;216.952085024185;203.08420758406
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;With_Intervention;Mixed;6;6;887540;684948;68.0550915517711;79.0793989273048
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;With_Intervention;Omnivore;3;3;4024369;1947275;24.7312098490788;24.7312098490788
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;Without_Intervention;Browser;7;7;4041718;3110490;-5.5940965910717;-5.61685937741579
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;Without_Intervention;Grazer;12;12;224692;138772;-13.6376202210329;-13.1867963227217
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;Without_Intervention;Mixed;6;6;454008;357649;-8.88105791478347;-9.25822143562046
Cluster;Cluster_4;Cluster E — Kunene (North);SSP245_2090;Without_Intervention;Omnivore;3;3;2982144;1442973;-7.57151088623949;-7.5715108862395
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;With_Intervention;Browser;7;7;2832113;2098690;-34.7264103640792;-34.003648343148
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;With_Intervention;Carnivore;4;0;;;;
