"spatial_unit","unit_id","unit","climate_scenario","management_scenario","feeding_group","species_count","species_estimated","mean_species_capacity_animals","median_species_capacity_animals","mean_change_from_current_pct","median_change_from_current_pct"
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","Grazer",12,12,2020,1308,-7.53214804306927,-8.27435284188591
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","Mixed",6,6,3027,2272,-8.59695364251375,-8.56766497187491
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","Omnivore",3,3,19946,9651,-7.83089153350616,-7.83089153350616
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","Without_Intervention","Browser",7,7,21638,19344,-1.82756877263714,-0.293085636835626
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","Without_Intervention","Grazer",12,12,1843,1176,-16.0612016097133,-17.5890588168475
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","Without_Intervention","Mixed",6,6,2936,2212,-10.6409868844718,-11.4580607178558
"Conservancy","Conservancy_13","Kwandu","SSP245_2090","Without_Intervention","Omnivore",3,3,20012,9683,-7.52652097041308,-7.52652097041309
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","With_Intervention","Browser",7,7,19061,19306,-8.34792234645965,-14.3170655576112
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","With_Intervention","Grazer",12,12,1821,1184,-15.8381260126539,-17.0259938617123
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","With_Intervention","Mixed",6,6,2806,2064,-15.5161289024161,-14.715936481303
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","With_Intervention","Omnivore",3,3,19914,9636,-7.97963794675967,-7.97963794675966
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","Without_Intervention","Browser",7,7,21439,19374,-2.39949817616664,-1.34009679357672
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","Without_Intervention","Grazer",12,12,1924,1234,-12.1831773067034,-13.4895332575322
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","Without_Intervention","Mixed",6,6,3007,2262,-8.72397347375462,-9.28142076235713
"Conservancy","Conservancy_13","Kwandu","SSP585_2050","Without_Intervention","Omnivore",3,3,20285,9815,-6.2641891413364,-6.26418914133639
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","With_Intervention","Browser",7,7,18189,18513,-12.8822794590827,-18.1005079879024
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","With_Intervention","Grazer",12,12,1658,1074,-23.4397538181052,-24.734870019082
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","With_Intervention","Mixed",6,6,2599,1913,-21.5855336096365,-21.0415836169046
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","With_Intervention","Omnivore",3,3,18612,9006,-13.9933119880245,-13.9933119880245
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","Without_Intervention","Browser",7,7,20504,18331,-6.96999500505473,-5.51683269007896
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","Without_Intervention","Grazer",12,12,1746,1114,-20.4517342087759,-21.8987259261163
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","Without_Intervention","Mixed",6,6,2782,2096,-15.3177627551449,-16.0916288658387
"Conservancy","Conservancy_13","Kwandu","SSP585_2090","Without_Intervention","Omnivore",3,3,18964,9176,-12.3678040685928,-12.3678040685928
"Conservancy","Conservancy_14","Orupembe","Current","Current","Browser",7,7,112461,73504,0,0
"Conservancy","Conservancy_14","Orupembe","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","Current","Current","Grazer",12,12,7113,4014,0,0
"Conservancy","Conservancy_14","Orupembe","Current","Current","Mixed",6,6,12236,10249,0,0
"Conservancy","Conservancy_14","Orupembe","Current","Current","Omnivore",3,3,78095,37788,0,0
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","Browser",7,7,120783,80658,8.23255506780134,9.73365082884814
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","Grazer",12,12,43964,30495,773.038162505922,648.628917906202
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","Mixed",6,6,50682,39337,282.707675527976,327.17853534731
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","Omnivore",3,3,214230,103660,174.31851551914,174.31851551914
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","Without_Intervention","Browser",7,7,107201,68644,-5.37564790186398,-5.19398112010703
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","Without_Intervention","Grazer",12,12,6461,3288,-13.6908818604548,-11.7370251431996
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","Without_Intervention","Mixed",6,6,11196,9481,-7.93201150565971,-8.90699301198868
"Conservancy","Conservancy_14","Orupembe","SSP245_2050","Without_Intervention","Omnivore",3,3,72442,35053,-7.23900876137402,-7.23900876137402
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","Browser",7,7,113302,75507,1.45265167525072,2.72587450906333
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","Grazer",12,12,41498,28785,724.11641051733,606.633822537795
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","Mixed",6,6,47792,37096,260.854715315655,302.816693142845
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","Omnivore",3,3,201783,97637,158.380190433806,158.380190433806
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","Without_Intervention","Browser",7,7,99972,63737,-11.893338442084,-11.6846615632199
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","Without_Intervention","Grazer",12,12,6009,3039,-20.2989282418408,-18.2526837360918
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","Without_Intervention","Mixed",6,6,10397,8821,-14.4268468437678,-15.4705895686017
"Conservancy","Conservancy_14","Orupembe","SSP245_2090","Without_Intervention","Omnivore",3,3,67331,32579,-13.7837660545373,-13.7837660545373
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","With_Intervention","Browser",7,7,118117,78859,5.83453363190906,7.286015080347
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","With_Intervention","Grazer",12,12,43022,29842,754.336356070177,632.587892748034
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","With_Intervention","Mixed",6,6,49591,38490,274.464692650887,317.980446684212
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","With_Intervention","Omnivore",3,3,209592,101415,168.379115771531,168.379115771531
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","Without_Intervention","Browser",7,7,104688,66986,-7.61792027954415,-7.43299641942673
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","Without_Intervention","Grazer",12,12,6314,3210,-15.6949965943395,-13.7730551889075
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","Without_Intervention","Mixed",6,6,10934,9261,-10.0839566375984,-11.0506693801476
"Conservancy","Conservancy_14","Orupembe","SSP585_2050","Without_Intervention","Omnivore",3,3,70731,34225,-9.43021664693463,-9.43021664693463
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","With_Intervention","Browser",7,7,109228,72805,-2.18883462761151,-0.949903651458936
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","With_Intervention","Grazer",12,12,39986,27736,694.091168052711,580.891747602522
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","With_Intervention","Mixed",6,6,46055,35747,247.738434703834,288.173332731951
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","With_Intervention","Omnivore",3,3,194465,94096,149.010006968687,149.010006968687
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","Without_Intervention","Browser",7,7,96479,61544,-14.9547345849916,-14.7586595008172
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","Without_Intervention","Grazer",12,12,5796,2932,-23.1093136720577,-21.1422800407945
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","Without_Intervention","Mixed",6,6,10033,8511,-17.4254697032421,-18.423243767387
"Conservancy","Conservancy_14","Orupembe","SSP585_2090","Without_Intervention","Omnivore",3,3,64986,31445,-16.7869745612037,-16.7869745612037
"Conservancy","Conservancy_15","Mayuni","Current","Current","Browser",7,7,19728,17392,0,0
"Conservancy","Conservancy_15","Mayuni","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","Current","Current","Grazer",12,12,1476,966,0,0
"Conservancy","Conservancy_15","Mayuni","Current","Current","Mixed",6,6,2578,1957,0,0
"Conservancy","Conservancy_15","Mayuni","Current","Current","Omnivore",3,3,17214,8329,0,0
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","Browser",7,7,17793,15696,-9.79159731365411,-9.81178657033189
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","Grazer",12,12,1480,977,0.535310039138076,1.09597547083127
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","Mixed",6,6,2476,1880,-4.38859392413672,-3.96918174205127
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","Omnivore",3,3,16056,7769,-6.72537919645968,-6.72537919645968
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","Without_Intervention","Browser",7,7,19964,16994,0.0577291798834703,1.6266484273251
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","Without_Intervention","Grazer",12,12,1213,779,-18.8503505848171,-19.3945481349167
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","Without_Intervention","Mixed",6,6,2326,1775,-8.91649036270679,-9.97433575535751
"Conservancy","Conservancy_15","Mayuni","SSP245_2050","Without_Intervention","Omnivore",3,3,16123,7801,-6.34062693860096,-6.34062693860096
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","Browser",7,7,18295,15389,-8.65956074432617,-6.71418648783376
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","Grazer",12,12,1471,964,-0.588603782772802,-0.191202229875591
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","Mixed",6,6,2484,1897,-3.80462757645306,-3.85257854056507
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","Omnivore",3,3,15974,7729,-7.20436750347585,-7.20436750347585
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","Without_Intervention","Browser",7,7,20327,17088,1.47114081146773,3.62935675832794
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","Without_Intervention","Grazer",12,12,1140,724,-24.1770272804817,-25.105175858608
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","Without_Intervention","Mixed",6,6,2268,1735,-10.8487272982477,-12.2907334955828
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","Without_Intervention","Omnivore",3,3,15974,7729,-7.20436750347585,-7.20436750347585
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","With_Intervention","Browser",7,7,17750,15660,-10.0050017866748,-10.0294665021277
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","With_Intervention","Grazer",12,12,1496,989,1.69397292596667,2.31012799614044
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","With_Intervention","Mixed",6,6,2490,1890,-3.90036724250191,-3.42505818140498
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","With_Intervention","Omnivore",3,3,16090,7786,-6.52881582164561,-6.52881582164561
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Without_Intervention","Browser",7,7,20006,17030,0.269811359758108,1.84267412549285
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Without_Intervention","Grazer",12,12,1216,781,-18.6842437524078,-19.2287202247479
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Without_Intervention","Mixed",6,6,2331,1779,-8.72532325964993,-9.78575816733019
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Without_Intervention","Omnivore",3,3,16156,7818,-6.14426407535909,-6.14426407535909
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","With_Intervention","Browser",7,7,17022,14786,-14.1310523829403,-13.5479903080605
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","With_Intervention","Grazer",12,12,1362,895,-7.6810641898481,-7.39302440322828
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","With_Intervention","Mixed",6,6,2310,1757,-10.6054860572035,-10.4580023630701
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","With_Intervention","Omnivore",3,3,15063,7288,-12.497081957662,-12.497081957662
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Without_Intervention","Browser",7,7,19243,16177,-3.93851503314609,-1.8955730123956
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Without_Intervention","Grazer",12,12,1079,685,-28.2160559280413,-29.0959369613928
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Without_Intervention","Mixed",6,6,2147,1642,-15.6010941982223,-16.9660610232953
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Without_Intervention","Omnivore",3,3,15122,7317,-12.1503098319047,-12.1503098319047
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","Current","Current","Browser",7,7,5064,2583,0,0
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","Current","Current","Grazer",12,12,993,607,0,0
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","Current","Current","Mixed",6,6,1172,965,0,0
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","Current","Current","Omnivore",3,3,5469,2647,0,0
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","Browser",7,7,7520,4716,62.6487937552841,59.2263720852629
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","Grazer",12,12,3409,2367,274.454560003846,272.370532150323
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","Mixed",6,6,3816,2963,211.58612862182,233.014693283054
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","Omnivore",3,3,15542,7520,184.156378569097,184.156378569097
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Without_Intervention","Browser",7,7,3642,1419,-34.9621878897383,-31.4505218366893
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Without_Intervention","Grazer",12,12,793,481,-21.9143297398451,-22.0494468068492
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Without_Intervention","Mixed",6,6,881,742,-24.4210867534989,-25.5293389613808
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Without_Intervention","Omnivore",3,3,3947,1910,-27.8348583744829,-27.8348583744829
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","Browser",7,7,7003,4356,50.9159138397368,48.0528937676668
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","Grazer",12,12,3203,2224,251.731699318854,249.755114765088
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","Mixed",6,6,3580,2781,192.265452005137,212.333075302954
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","Omnivore",3,3,14553,7042,166.082116170742,166.082116170742
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","Without_Intervention","Browser",7,7,3155,1086,-45.9030164017961,-41.7768755987338
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
