"spatial_unit","unit_id","unit","climate_scenario","feeding_regime","livestock_species","mean_without_intervention_animals","mean_with_intervention_animals","mean_intervention_benefit_animals","median_intervention_benefit_animals","mean_intervention_benefit_pct","median_intervention_benefit_pct"
"Conservancy","Conservancy_22","/Audi","SSP585_2050","Grazer-Mixed",1,9198,17070,7872,7872,85.5799380227543,85.5799380227543
"Conservancy","Conservancy_22","/Audi","SSP585_2090","Browser-Mixed",1,16230,14588,-1643,-1643,-10.1206877659666,-10.1206877659666
"Conservancy","Conservancy_22","/Audi","SSP585_2090","Grazer",2,1773,4231,2458,2458,154.010555253575,154.010555253575
"Conservancy","Conservancy_22","/Audi","SSP585_2090","Grazer-Mixed",1,8487,15750,7263,7263,85.5836370135277,85.5836370135277
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2050","Browser-Mixed",1,159484,150356,-9128,-9128,-5.72337954075452,-5.72337954075452
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2050","Grazer",2,24986,39226,14240,14240,60.8063775824606,60.8063775824606
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2050","Grazer-Mixed",1,107134,149034,41900,41900,39.1102923532558,39.1102923532558
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2090","Browser-Mixed",1,154008,145075,-8933,-8933,-5.80032655136058,-5.80032655136058
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2090","Grazer",2,24042,37745,13702,13702,60.926576550461,60.926576550461
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2090","Grazer-Mixed",1,103001,143397,40396,40396,39.218760885049,39.218760885049
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP585_2050","Browser-Mixed",1,153906,145104,-8802,-8802,-5.71892714011951,-5.71892714011951
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP585_2050","Grazer",2,24115,37904,13790,13790,61.0071142079352,61.0071142079352
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP585_2050","Grazer-Mixed",1,103395,143983,40588,40588,39.2556118513269,39.2556118513269
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP585_2090","Browser-Mixed",1,147438,138886,-8552,-8552,-5.80071581532941,-5.80071581532941
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP585_2090","Grazer",2,23016,36133,13117,13117,60.9270665816399,60.9270665816399
"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP585_2090","Grazer-Mixed",1,98605,137277,38671,38671,39.2183203350283,39.2183203350283
