"species","feeding_regime","forage_profile","body_mass_kg","DMI_fraction","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","total_area_ha","valid_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,2278872.66835175,2312.40250466946,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",2711.02475135033,-398.622246680872,-14.7037479640244,2312,-399
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,58303909.6523353,16135.0241185375,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",2155.27663073244,13979.7474878051,648.628917906202,16135,13980
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,57496611.0227115,126019.969364847,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",26009.1430681481,100010.826296699,384.521804638678,126020,100011
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,39340839.3236657,95807.2190530672,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",48060.9342121818,47746.2848408855,99.3453115790318,95807,47746
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,55483251.5941367,56299.5957322544,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",12471.5370188427,43828.0587134118,351.424677224579,56300,43828
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,1851433.76158954,512.365784305946,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",506.304262906762,6.06152139918396,1.197209236277,512,6
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,2336300.20640229,5120.65798663516,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",5235.33251015483,-114.674523519678,-2.19039618395291,5121,-115
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,3030046.25451845,7379.10807797492,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",7964.79523651463,-585.68715853971,-7.35344903601068,7379,-586
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,1872975.50419782,1900.53323612158,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",1907.88398180161,-7.35074568002847,-0.385282635115328,1901,-7
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,4526284.33465538,1252.60393929857,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",336.386429953298,916.217509345271,272.370532150323,1253,916
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,4400360.36954381,9644.62546749328,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",2955.70554917555,6688.91991831774,226.305354407969,9645,6689
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,2833561.76713665,6900.60704325516,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",3249.71588968635,3650.89115356881,112.344933449588,6901,3651
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,4291680.28158857,4354.82524767993,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",1483.3278224813,2871.49742519863,193.584815283463,4355,2871
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,3170202.5811903,877.321871091823,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",921.135776518772,-43.8139054269491,-4.75650892559336,877,-44
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,3011692.45213079,6600.96975809488,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",6939.38517156834,-338.415413473462,-4.87673482745991,6601,-338
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1743611.41965467,4246.23785608442,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",4492.19441862483,-245.956562540406,-5.47519852481583,4246,-246
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,2853182.32307127,2895.16217460302,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",3041.3329179153,-146.170743312281,-4.80614083552796,2895,-146
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,40166327.1125107,11115.6294762725,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",4610.16891090471,6505.46056536779,141.111110917867,11116,6505
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,41240790.3305648,90390.7733272653,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",50674.9107266783,39715.8626005869,78.3738185841107,90391,39716
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,32821254.5007217,79929.9957399616,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",84152.2076468524,-4222.21190689084,-5.01735132678811,79930,-4222
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,37574407.8545364,38127.2530233753,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",18514.1914803328,19613.0615430425,105.935285177735,38127,19613
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,31882432.9125806,8823.14457245901,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",5141.46394873698,3681.68062372203,71.6076327760005,8823,3682
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,34793075.4151948,76258.795430564,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",53431.1976009446,22827.5978296194,42.7233505041554,76259,22828
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,33214036.571851,80886.5426407331,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",81916.4163999644,-1029.87375923128,-1.2572251137096,80887,-1030
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,30787954.5116838,31240.9482614752,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",20121.1557398609,11119.7925216143,55.2641839533374,31241,11120
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,16106494.0841968,4457.31121743373,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",1217.90791125884,3239.4033061749,265.980972471608,4457,3239
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,15983884.2072909,35033.1708652952,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",11420.0480841738,23613.1227811214,206.769031155351,35033,23613
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,11193688.7847784,27260.1248944375,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",14485.7431147875,12774.3817796499,88.1858920072207,27260,12774
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,16140502.583927,16377.9833423917,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",6379.59991098698,9998.38343140468,156.724302008115,16378,9998
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,42258247.6141238,11694.5475616781,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",7616.81596763938,4077.73159403871,53.5359080666155,11695,4078
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,46535297.6269168,101995.172880913,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",77828.6718777513,24166.5010031621,31.0508973365516,101995,24167
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,45494325.7576882,110792.878557536,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",116245.002496292,-5452.12393875647,-4.69020071545043,110793,-5452
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,40607477.2240342,41204.9489843067,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",28999.2251604249,12205.7238238818,42.0898274224889,41205,12206
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,7772517.6668024,2150.96656062056,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",810.076178049438,1340.89038257112,165.526455277308,2151,1341
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,8093661.5633926,17739.5321937372,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",9980.84808996465,7758.68410377255,77.7357197889186,17740,7759
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,6746841.53649862,16430.6643202402,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",18957.9076886707,-2527.24336843053,-13.3308137687621,16431,-2527
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,7272647.19342826,7379.65214959743,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",3376.30794085658,4003.34420874084,118.571655159072,7380,4003
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,63440835.5632156,17556.6170093305,"Forage-limited potential livestock carrying capacity",299368.98295553,299252.943714092,116.039241438033,0.0387612772346794,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",10922.4472124063,6634.16979692412,60.7388588647849,17557,6634
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,67996959.863553,149034.43257765,"Forage-limited potential livestock carrying capacity",299368.98295553,299252.943714092,116.039241438033,0.0387612772346794,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",110395.556000273,38638.8765773777,35.0003912995214,149034,38639
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,61739917.8152594,150355.964238075,"Forage-limited potential livestock carrying capacity",299368.98295553,299252.943714092,116.039241438033,0.0387612772346794,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",160202.765920618,-9846.80168254316,-6.14646172053131,150356,-9847
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,60011881.2320582,60894.8566535345,"Forage-limited potential livestock carrying capacity",299368.98295553,299252.943714092,116.039241438033,0.0387612772346794,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",40272.8582360143,20621.9984175202,51.2056986287573,60895,20622
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,27700104.8585658,7665.72709521678,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",3869.41361958869,3796.31347562809,98.1108211437897,7666,3796
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,30606876.8018485,67083.5655930926,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",45149.0367966953,21934.5287963973,48.5824955583611,67084,21935
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,30180815.5041656,73499.7029020776,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",80744.6682877141,-7244.96538563656,-8.9726857999105,73500,-7245
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,26605570.8689104,26997.0277715986,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",15652.8435043798,11344.1842672188,72.4736324364621,26997,11344
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,83926254.0233063,23225.7517706673,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",7441.29953022752,15784.4522404398,212.119565625887,23226,15784
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,83702052.6315537,183456.553712994,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",92045.4993339569,91411.0543790375,99.3107268041238,183457,91411
